caption
"The power of the hips and legs: The human body is generally unimpressive as a combative organism. Compared with the animal kingdom we are weak, slow, encased in soft, easily perforated skin, devoid of weapons such as talons, claws, fangs, susceptible to injury and infection. One part of our physiology that does garner some respectable potential power however, is the hips/legs. When it comes to building your jiu jitsu game, MAKE YOUR LEGS AND HIPS THE BASIS OF YOUR POWER. Let your hands and arms being a CONNECTION to an opponent, but create POWER through the use of your legs and hips. If you Try to make your power come from your arms you’ll never beat anyone bigger and stronger than yourself and you’ll never be able to engage for long periods of time. Almost all our daily tasks other than locomotion are done with hands and arms. Jiu jitsu demands of you that you do the opposite and make almost all your jiu jitsu tasks be done predominantly with legs and hips. Making this insight the center of your game as early as possible is the key to progress in Jiu jitsu
"
"Nicholas Meregali ADCC 2022: One of the outstanding performances at this ADCC World Championships was undoubtedly Nicholas Meregali who had one of the best debut performances in memory taking silver and Bronze in his first ADCC. What made this so remarkable is that just six months prior he had never trained without a gi even once in his life! His first ever no gi training was an impromptu session with Gordon Ryan when they were both filming videos in Boston! Mr Meregali decided to move to Austin Texas to begin training. Soon after doing so he said to me one day, “I want to be the first person to win IBJJF Absolute and ADCC Absolute in the same year.” It seemed a crazy idea for someone who didn’t know a single takedown and who never had a single no gi match in an age of no gi specialists. I must say however, that I was deeply impressed by Mr Meregali’s self belief. As you’d expect,  start was rough and difficult but he never faltered in his training despite initial frustration and disappointment. Then he had to lose two months of no gi training when the IBJJF world championships - despite suffering a severe rib injury three weeks prior to the event he won. Then he had to get back into his ADCC preparation. He took on matches and improved with each one, all while maintaining his training schedule. At ADCC he surprised everyone with his ability to negate strong leg lock specialists and stand comfortably with takedown specialists. He fought far above the level of someone with less than six months of no gi experience and came very very close to reaching his audacious goal of double gold gi and no gi in his rookie year. Mr Meregali is a truly fine example of dream big, but maintain a workload proportional to the size of your dreams so that they become reality. When your dreams are big the hard fight to realize them will make you greater athlete than another with smaller more realistic dreams - even if you come short of them you’ll achieve something remarkable and prepare yourself better for your next goal!
"
"The best of the best: ADCC 2022 is coming up next week. The main event features the great Andre Galvao vs Gordon Ryan in a super fight that could well be described as the bout to determine who is the greatest ADCC athlete of all time. Mr Galvao has amassed a record that far surpasses any other ADCC athlete with regards superfight success. He is one of a handful of athletes who have achieved double gold in ADCC. Gordon Ryan entered ADCC in 2017 with the most successful debut in history and then hit double gold in only his second ADCC event as well as becoming one of a tiny number of athletes who have won gold in different weight divisions. They are both at the top of the game, they have both taken hard fought but dominant forty minute wins over the other great figure of this era, Felipe Pena. Each has a very different style and approach to Jiu jitsu. Mr Galvao is the greatest no gi TACTICIAN of all time, Gordon Ryan is the greatest no gi TECHNICIAN of all time. The history of jiu jitsu shows very clearly that tacticians often defeat technicians and technicians often defeat tacticians - it goes both ways - they can both beat each other, but in very different ways - that’s what makes this such a compelling match up. Training has been harsh for both men. Mr Ryan had to peak for three different events in this camp, first a super fight with Pedro Marino, then Felipe Pena and now an ADCC where he will do both his weight division AND the super fight - the first man in history to attempt this. No mortal knows what will happen, but one thing we do know is that whoever wins achieves grappling immortality.
"
"A strange and wonderful thing about this sport is that no matter how bad a position in which you may find yourself, you are never more than two (or at most three) moves away from victory if you can combine escapes with submissions. Let this insight give you confidence and hope in bad positions and make you circumspect and diligent when in good positions
"
"Takedowns for self defense - thoughts on amplitude: A common sentiment you will hear is that one of the chief virtues of takedowns for self defense training is that a hard powerful takedown on concrete is a fight ender and means you don’t even need to go the ground. There is definitely some truth to this. I have personally seen some fights ended immediately by a hard slam into the ground. The old cliche is that a boxer can only hit with the weight of his hands, but a grappler (with high amplitude takedowns) can hit with the weight of the earth. My experience was that there were mixed results with big slams in street fights. For every time I saw someone incapacitated by a heavy slam, I saw many others get right back and immediately resume fighting. I have also seen situations where a hard throw was performed and the person thrown tightly grabbed the thrower in panic and BOTH protagonists went hard into the cement with the thrower getting hurt as badly as the person thrown. The truth is, the harder the throw, the more difficult it is to control the landing for both of you. Thus hard throws on cement can be something of a double edge sword. If you are going to throw someone hard and use takedowns as a weapon in itself rather than as merely a means to take someone to the ground, then you will want to use techniques that put the OTHER fellow into a hard fall - not BOTH of you. This means you generally ought to favor throwing techniques where you keep both feet on the floor and can retain balance after the throw (for example, Tai otoshi rather than say, uchi mata) Interestingly in the sport of SAMBO they award the highest score to takedowns that do exactly this - throw someone with amplitude but where you remain standing over them. You don’t see it too often in competition as it’s difficult to achieve, but it does happen and is a good reflection of the self defense ideal for takedowns. Be realistic however - understand that a hard throw certainly CAN end a fight immediately, but is not guaranteed - as I said earlier, I’ve seen plenty of people get slammed hard and come right back up swinging - be ready to follow up appropriately based on the circumstances.
"
"Make sure you have good strangles from the front and the back: History has shown that strangles from rear mount have been the single most successful and versatile form of submission in Jiu jitsu. All students should do everything in their power to increase their skill in this area. Less well known however, is the idea that one of the best ways to increase your success with rear strangles is to get good at front strangles. Once you establish a reputation as a dangerous strangler from frontal positions, opponents will be forced to go into strong defensive reactions to that threat - reactions so strong and predictable that they make the task of shifting to a position behind an opponent to set up rear strangles much easier than they would otherwise be. DIVERSION will always be one of the best means to break through strong defenses in combat sports - and a good front strangle is an excellent diversion for a quick go behind and entry into your favorite rear strangles. So make sure you can attack well both front and back with strangle attacks, since improvement in one will very naturally lead to increased success with the other (yes, the relationship goes in both directions, though usually front to back is preferable over back to front because it leads to a more controlling position )
"
"Making waves: The talented juniors of New Wave had another great night of local competition tonight here in Austin. @reeseis_bjj Reese LeFever won the lightweight tournament against very talented opponents and won every match by submission in a superb performance that showed his hard work in training has has great effects. @davis_asare continued his incredible weekend of work - he competed three nights in a row in three different events and won every match mostly with highlight reel submissions! It’s great to see the combination of ambition and hard work working its magic! As always keep your eyes on the distant horizon but your mind on the next practical step and you’ll be amazed at what you can accomplish!!
"
"Glamor vs practicality: Everywhere is life we have to make a choice between an exciting, glamorous option vs a pragmatic, practical option. We have to choose between an exciting fast car versus a safe and reliable one, friends who can get you into fancy nightclubs and introduce you to to excitement and fun versus a friend who always has your back no matter what. Jiu jitsu is the same. There are lots of exciting and fun elements that get our attention and there are some that are extremely important but don’t get much attention. Probably the two least glamorous skill areas of Jiu jitsu are pin escapes and guard retention. Neither will result in highlight reels, yet your ability to perform all the more exciting aspects of Jiu jitsu is entirely dependent upon your ability to get out of bad pins and/or prevent them happening in the first place. You simply can’t play an exciting game if you’re being constantly held down and pinned. Make sure you devote a sufficient time in your training for the less glamorous but absolutely crucial aspects of the sport that may not be exciting in themselves, but which make the exciting aspects possible. Spend time getting out of pins and stopping opponents from passing - if you are starting out in Jiu jitsu I would prioritize these skills above all others
"
"Rites of passage: Almost all my adult life I lived in NYC so I never bought a car. I always used the subway, trains and cabs to get around. I didn’t even have a driver’s license, forget about a car. Now I’ve moved to Texas so I finally had to learn to drive and buy a car - of course when I finally decide to buy a car the American car market goes into total chaos and prices of cars and gasoline skyrocket 😂😂😂 All these years my friends would always tell me horror stories of the daily and weekly expenses of their vehicles. In NYC it was smashed windows, paint scratched off by people parking clumsily next to them, broken indicator lights, burst tires and damaged rims from potholes and of course flat tires. I always thought to myself as I heard their stories “thank god I don’t have these problems!” Well, now I finally do! 😂😂 I got to work teaching today and saw a giant screw sticking out of my rear tire! 😂😂😂 I guess I’m finally living the real American experience! 😂😂😂 Off to the tire shop tomorrow to get it plugged or maybe even replaced 🤦‍♂️😂🤦‍♂️Now  I know what you’ll have been going through all these years! 😂😂 I enjoy driving but it’s definitely a perk with problems!
"
"Attacking the whole body: The single most important factor in how effective your attacks will be is their mechanical efficiency. If your attacks are mechanically weak they simply won’t have sufficient power to have any effect on an opponent. Close behind mechanical considerations however is the notion of DIVERSITY OF ATTACKS. If you attack only one part of the body you become predictable and your opponent will have an easy time anticipating you and putting up strong defenses in the specific area you are focusing your attacks. ONLY WHEN YOU ATTACK THE WHOLE BODY CAN YOU SCATTER YOUR OPPONENTS DEFENSES. Once his attention is pulled into one zone it’s easy to attack another. You don’t a vast array of attacks - just enough to have one or two good attacks to lower body, upper body and head/neck. It’s not so much the NUMBER of attacks you have, as your ability to target the whole body and shift rapidly from one target area to another that will determine your effectiveness. Attacks on the left will always set up attacks on the right, attacks to the upper body will disguise subsequent attacks to the lower body - this the nature of good jiu jitsu and martial arts in general
"
"There aren’t many moves that you HAVE to know - but a good Guillotine is probably one of them: Jiu jitsu gives you a lot freedom of choice when it comes to move selection. There is a huge variation among the great champions as to what their main moves where. As you get more fundamental the moves become less optional - it’s hard to imagine a world champion who had no elbow escape for example. Among the submission holds I always encourage my students to develop a strong Guillotine attack. There are few submissions that are as readily available in all aspects of play without a gi than the guillotine. Top or bottom, standing or ground, set position or scramble - it’s pretty much always available at some point after just a few minutes of action. There are many variations - I favor high wrist variations above all others, but great champions have used many variations with great success so find whichever one works best for you. Because you can easily switch sides with your opponents head you only need to be strong on one side with the guillotine. In my case I have a good arm in guillotine on my left and a good high wrist on my right - so I can play both sides, but with different variations; but at a minimum have a really strong variation on one side and you will be ready to go!
"
"Expressing who you are through Jiu jitsu: Jiu Jitsu offers a veritable ocean of moves to its practitioners. You could live ten lifetimes and not master them all. It’s important then, that you focus on those which best suit your body type and personality. When you first begin study you need to simply learn the basic moves as best you can, but in time you will begin to notice that certain moves come more natural you than others. By the time you are a black belt your distinctive game will reflect who you are as clearly as your finger prints. Don’t try to force this process. Don’t start off with a statement that this or that move will be your favorite - it will happen organically over time as naturally as your features change with age. Though I teach a program that has a distinctive look among all my students - beginning with cast iron defense and submission offense around the whole body with a heavy emphasis on legs and back - I make sure I teach a large number of moves and tactics and leave lots of room for individual experimentation so that within the commonalities of my students there are many different interpretations to suit their individual body types and personalities. In the early stages  the moves of Jiu jitsu must be given out under the control of the teacher, but as you develop over time they must be offered as a smorgasbord that allows the students to pick and  choose those which best suit what they want and need. I always tell my students - i am a dictator on the fundamentals of Jiu jitsu - there is no choice on those, they have to be learned - but I am a libertarian on the rest of the game. As you practice keep a note of those moves that seem to come more naturally to you than others. Research how successful/high percentage they are in top level competition. Perhaps one day they will become the defining feature of your game
"
"Understand Positional Escapes with @danaherjohn in our Daily Deal link in bio! 🌊
"
"I started my career teaching introductory classes to one or two white belts at a time. Then I built up to small beginner classes with five or six people. In time I averaged over a hundred people per class in the lunch hour with some of the greatest combat athletes in the world. Now I’ve come full circle and I’m back to teaching tiny classes. I was able to create a sense of progress and development in all cases regardless of class size, location or talent level. Your rate of progress towards your goals has much more to do with what is inside your head than where you are, who is around you or how many people there are. Know what you want - acquire the skills to make it possible - formulate a plan to get there - have the discipline to stay the course and the wisdom to modify the plan in the face of changing circumstances and you can shock the world regardless of where you are and who or how many you are surrounded by.
"
"Head and shoulders: people talk a lot about head control in Jiu jitsu, and for a good reason - because head control is probably the single best means of controlling the overall movement and posture of an opponents body. Understand however, that in the majority of cases in Jiu jitsu, it won’t just be control of the head that gives you the control you need for victory, but rather control of the head AND shoulders. When you control the HEAD AND SHOULDER GIRDLE then you truly control an opponent. In most cases this is done via an underhook in combination with a cross face, and this is locked in place through the position of your own head. This creates an unholy trinity of pressure - crossface, underhook and head position - that truly enables you to shut down resistance and movement as you play your game. Look at how Gordon Ryan gets all three elements working in unison here to create the daunting pressure that makes him such a threat in top half guard passing situations. When you go to control the HEAD, think about controlling the HEAD AND SHOULDERS, and soon you will be locking down opponents and getting to your winning positions
"
"The mount and the rear mount are always linked: The mount and rear mount are the two highest scoring positions in Jiu jitsu. At any given time - whenever you have one - you are only one turn of your opponents body from the other. Learning to play between mount and rear mount is a huge part of your journey to developing a devastating pinning game. If you squeeze too tightly with your legs you lose this ability to move effortlessly from one to the other. Sometimes you have to open up and relax a little to let them move themselves from mount to rear mount and vice versa. Understand however, that if you play loose with your legs, you’ll generally have to play tight with your upper body to compensate. Here, Gordon Ryan expertly plays the gray zone between mount and rear mount - it could go either way at this point - which way it falls will depend on his opponent - but either way he will score the maximum and be in a fine position to finish
"
"The relationship between POSITION and TIME: From your first day in Jiu jitsu you were told that position is the most valuable commodity in Jiu jitsu. The usual reason given for this is that superior position allows you to attack without fear of an opponent being able to attack you. Certainly this imbalance of attacking opportunity is a very important reason, but there is another. Position gives you the luxury of TIME. Once a dominant position has been attained, you can create pressure over time. You can attack and FAIL multiple times - IT DOESN’T MATTER. As long as the POSITION doesn’t fail, it doesn’t matter whether the first, second or third or fourth attempts at submission fail - just try again until you succeed - as with every failed attempt your opponent gets more tired, making the subsequent attempt more likely to break through. POSITION MAKES TIME A WEAPON, and of all the weapons at your disposal this often proves to be the dangerous of them all
"
"Making your mounted position intimidating (even when you can’t punch): The original purpose of Jiu jitsu was to build a positional game where you attain what was considered the ultimate positions in a one on one fight without weapons - the mount and rear mount - from where you could rain down uncontested punches and elbows on an opponent to finish with either the strikes themselves, or submissions based on defensive reactions to those strikes. Now you have to ask yourself - are those positions still any good when you aren’t allowed to strike in grappling matches? Well, obviously rear mount is still a great position since strangleholds from the rear are the highest rated finishing method in Jiu jitsu. What about the front mount? Is that still the best position when you are grappling. At first look I would say no. The mounted position by itself is nothing special in a grappling match. It is actually less stable than most side or north south pins and offers fewer submission options. The magic of the mount is only realized WHEN YOU BEGIN TO MANIPULATE YOUR OPPONENTS ARMS INTO COMPROMISED POSITIONS SO THAT YOU CAN DIRECTLY ATTACK HIS BREATHING AND SET UP DEVASTATING SUBMISSION ENTRIES WHILST SHUTTING DOWN HIS BEST METHODS OF ESCAPE. It is only THEN that the mount becomes a scary position again when there are no strikes involved. The problem is that the mount is usually taught as a SCORING move - that is understandable since it’s the highest scoring move in the sport - but the scoring criteria are only based on your LEG positioning, whereas the PRESSURE, SUBMISSION and CONTROL aspects of the mount come from the interaction of your legs and the management of your opponents ARMS and head. If you are going to build a devastating mount without strikes, you need to go beyond the scoring criteria and into the PRESSURE criteria, which means not being satisfied with the position itself but going the extra distance and manipulating your opponent arms and head into vulnerable positions from where even breathing is difficult, forget about escape - and from where resistance to submission holds is exceedingly difficult. Only then does the mount become scary in grappling
"
"Signs of success: In Jiu jitsu you’re always striving for goals - some small, some big. One of the major goals in bottom position grappling is to off balance an opponent as often as possible - the more off balance he is - the easier he is to attack. But what is a simple sign that you’ve succeeded in off balancing him? WHEN YOU FORCE HIS HAND TO THE MAT. Forcing your opponents hand to the mat is one of the very best set ups from bottom guard position. If his hand is one the floor than he definitely won’t even be attempting to pass your guard until he recovers. I addition, the hand on the mat indicates a broken stance and extension - two of the surest signs that a well chosen attack is much more likely to succeed than normal. Once you recognize signs it’s a lot easier to pick your moments to attack!
"
"Had a great day training with this monster from Brazil - Nicholas Meregali came in to train with the team and impressed everyone with his attacking flair and movement. It’s very impressive to see a player who trained almost entirely in a gi adapt very quickly and effectively to no gi techniques and tactics. At the end of the day Jiu jitsu is Jiu jitsu - whether you’re wearing clothing or not - the goal is to control the body and good Jiu jitsu will always do this whether the body is covered in cloth or not. Looking forward to seeing how far this immensely talented athlete can take his no gi game!
"
"If you can control an opponents movement - you control the game: Moving targets are hard to hit. When you can stick an opponent in place and immobilize him, you can hit him with a submission hold at will. What makes the ground game so interesting is that the floor limits the means and methods by which we can move into a few predictable patterns. Once you learn those patterns you can learn to shut them down - and if you can shut down movement while still able to move yourself - you can finish anyone. When you grapple focus less on trying to perform moves and more on learning how people move on the ground and how you can interfere with that. Then all the moves you were previously focused upon become considerably easier
"
"It doesn’t seem like a big difference…One of the hardest truths to convince a beginner in Jiu jitsu of is that there is a world of difference between being FLAT ON YOUR BACK underneath an opponent, as opposed to BEING ON YOUR SIDE. To the untrained eye they look pretty much the same. You are lying down underneath an opponent in both cases after all. In fact the difference will determine how effective you will be from bottom position. When you’re on your side you can bear an opponents weight much more easily. You can move side to side far more readily. You can prop yourself up to an elbow or turn easily up to your knees, or reach out with your legs and catch an opponents leg. You can create an action/reaction sequence by turning from one side to another. In short - you don’t bear weight directly and you can move much more readily. Understanding the importance of this fundamental insight and making it part of your daily training is absolutely critical to your progress in most Bottom positions, particularly those your opponent is threatening to pass your legs. Next time you’re suffering under an opponents weight - turn to your side (almost always towards your opponent) and you’ll feel an immediate easing of pressure and a newfound ability to move with effect
"
"Your success or failure in the standing position will come from your mastery of the crucial precursor skills: A huge mistake in most Jiu jitsu standing programs is the tendency to teach a set of takedowns as the class curriculum. Students are shown a given move, say a single leg takedown, they drill it for a while and then move to the main component of the class - the ground positions. At best this creates a class of students who can drill the moves - but it never produces a class of students who can perform the moves against a strongly resisting opponent in sparring and competition. A big part of the reason for this is of course, the fact they don’t do any sparring in the standing position; but there is another important reason - THEY ARE NEVER SHOWN THE CRUCIAL PRECURSOR SKILLS OF STANCE, MOTION, GRIP, OFF BALANCING AND POSITION THAT ACTUALLY MAKE THE TAKEDOWNS POSSIBLE AGAINST A RESISTING OPPONENT. In standing grappling, TAKEDOWNS ARE THE CULMINATION OF THE APPLICATION OF PRECURSOR SKILLS THAT HAVE TO BE APPLIED FIRST BEFORE THE TAKEDOWN CAN BE PERFORMED. If those skills are lacking - the takedown will prove impossible the moment the opponent starts resisting. These crucial precursor skills are not sexy - no one gets excited about the prospect of practicing grip fighting, stance or movement - so they get ignored. Just as you can never hope to apply an arm bar on a resisting opponent without learning the precursor skills of passing and pinning and control - you can’t apply a takedown without standing precursor skills and learning takedowns without them is simply not going to be productive - you may look ok doing your drills but you won’t be able to takedown a resisting and competitive opponent. Make sure you spend as much time learning these crucial precursor skills of the standing position as you do takedowns - they may not be as sexy but when the pressure is on they will the factor that makes you successful
"
"Jiu jitsu is an art based on closing distance to either get behind opponents or, if you’re in front of them, getting past their legs. The whole game is based on closing distance - make sure your actions in sparring reflect this essential fact. But when you close distance - don’t be naive and close distance into his legs - that’s where your opponent is most dangerous - close distance towards his back or past his legs and you’ll be winning. Cultivate a mental habit of constantly pressuring forward to close distance in this manner and you’ll be very successful in jiu jitsu, but if you shy back and away, you’ll never be a threat to opponents
"
"How to Compete with Younger Opponents by @DanaherJohn

John Danaher explains how to compete with younger and stronger opponents in Jiu Jitsu in this video.

#JohnDanaher #DailyDeal #JohnDanaherBJJ #BJJFanatics #bjj #jiujitsu #jiujitsulifestyle #danaherdeathsquad #brazilianjiujitsu #techniqueoverstrength #mindovermatter #ageisjustanumber #nevertooold #trainsmarternotharder #gameplan #tacticalapproach #competitionpreparation #competitionmindset #competitiontips #jiujitsucoach #teamnewwave #jiujitsucommunity #grapplingtechniques #jiujitsutips #jiujitsupractice #jiujitsuinspiration
"
